gene_id	transcript_id(s)	AtlanticSalmon_RNA_Gill_Immature_Female_R1	AtlanticSalmon_RNA_Gill_Immature_Female_R2	AtlanticSalmon_RNA_Gill_Immature_Female_R3	AtlanticSalmon_RNA_Gill_Immature_Male_R1	AtlanticSalmon_RNA_Gill_Immature_Male_R2	AtlanticSalmon_RNA_Gill_Immature_Male_R3	AtlanticSalmon_RNA_Gill_Mature_Female_R1	AtlanticSalmon_RNA_Gill_Mature_Female_R2	AtlanticSalmon_RNA_Gill_Mature_Female_R3	AtlanticSalmon_RNA_Gill_Mature_Male_R1	AtlanticSalmon_RNA_Gill_Mature_Male_R2	AtlanticSalmon_RNA_Gill_Mature_Male_R3
ENSSSAG00000090816	ENSSSAT00000157180,ENSSSAT00000158327,ENSSSAT00000167335,ENSSSAT00000173245,ENSSSAT00000203432,ENSSSAT00000253186	13.01	5.26	14.77	7.44	16.03	2.40	3.84	2.50	5.95	3.27	6.18	6.05
ENSSSAG00000090817	ENSSSAT00000167871,ENSSSAT00000179649,ENSSSAT00000183009,ENSSSAT00000223855,ENSSSAT00000245027	8.69	8.49	7.95	4.38	5.58	4.92	3.30	3.10	3.90	3.40	5.94	5.15
ENSSSAG00000090818	ENSSSAT00000087247,ENSSSAT00000162144,ENSSSAT00000205033,ENSSSAT00000207359,ENSSSAT00000221510,ENSSSAT00000239236	15.03	14.16	14.17	13.21	11.91	13.91	9.80	12.06	12.89	8.23	11.53	9.10
ENSSSAG00000090819	ENSSSAT00000164311	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090820	ENSSSAT00000185179,ENSSSAT00000198278,ENSSSAT00000198746,ENSSSAT00000215253	4.79	9.93	8.50	9.97	9.03	5.47	7.03	8.91	11.43	12.33	10.22	6.74
ENSSSAG00000090821	ENSSSAT00000058903,ENSSSAT00000120470,ENSSSAT00000177196	3.02	2.89	2.49	4.19	3.11	2.93	4.54	3.02	3.07	4.64	4.26	1.38
ENSSSAG00000090822	ENSSSAT00000206844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090823	ENSSSAT00000182565	14.65	13.48	11.96	12.84	12.42	12.55	11.55	10.76	11.56	11.21	11.22	9.44
ENSSSAG00000090824	ENSSSAT00000192704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090825	ENSSSAT00000186423,ENSSSAT00000197062,ENSSSAT00000208950,ENSSSAT00000250172	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
ENSSSAG00000090826	ENSSSAT00000175956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090827	ENSSSAT00000165073	0.02	0.00	0.07	0.01	0.01	0.03	0.03	0.00	0.04	0.00	0.00	0.05
ENSSSAG00000090828	ENSSSAT00000194026,ENSSSAT00000221042,ENSSSAT00000244995	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090829	ENSSSAT00000184265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090830	ENSSSAT00000241816	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090831	ENSSSAT00000192363	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090832	ENSSSAT00000166562	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.07	0.00	0.00
ENSSSAG00000090833	ENSSSAT00000216722	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090834	ENSSSAT00000209056,ENSSSAT00000233433	14.87	22.94	17.10	19.20	21.57	15.26	23.46	23.37	22.65	17.94	20.35	16.04
ENSSSAG00000090835	ENSSSAT00000170570,ENSSSAT00000196153,ENSSSAT00000246749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090836	ENSSSAT00000216600	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090837	ENSSSAT00000243888	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090838	ENSSSAT00000136428,ENSSSAT00000236151	6.88	8.45	4.85	2.84	5.45	3.66	3.22	3.49	4.19	3.39	2.52	4.93
ENSSSAG00000090839	ENSSSAT00000219887	0.96	1.38	1.08	1.14	1.29	1.15	1.06	1.01	1.63	1.17	0.58	1.28
ENSSSAG00000090840	ENSSSAT00000158542,ENSSSAT00000214260,ENSSSAT00000253894	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090841	ENSSSAT00000216008	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090842	ENSSSAT00000122588,ENSSSAT00000152443,ENSSSAT00000248794	1.44	1.82	1.11	1.72	1.79	1.58	1.48	1.55	1.39	1.45	0.98	1.22
ENSSSAG00000090843	ENSSSAT00000202924	2.35	2.48	2.61	2.33	2.72	1.98	2.44	2.97	2.56	2.82	2.15	2.60
ENSSSAG00000090844	ENSSSAT00000088427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090845	ENSSSAT00000167167,ENSSSAT00000167603,ENSSSAT00000236330	4.58	6.25	2.84	3.48	2.54	2.94	6.42	3.00	4.02	7.23	2.20	3.50
ENSSSAG00000090846	ENSSSAT00000189567,ENSSSAT00000209142,ENSSSAT00000216643,ENSSSAT00000241004,ENSSSAT00000246250	7.13	5.02	5.81	0.97	1.02	1.52	3.51	7.41	1.43	3.04	8.53	6.54
ENSSSAG00000090847	ENSSSAT00000204317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090848	ENSSSAT00000169582	0.00	0.04	0.12	0.04	0.30	0.98	0.08	0.36	0.14	0.17	0.04	0.51
ENSSSAG00000090849	ENSSSAT00000225675	0.00	0.08	0.04	0.12	0.10	0.02	0.02	0.00	0.06	0.02	0.00	0.00
ENSSSAG00000090850	ENSSSAT00000162540,ENSSSAT00000174979,ENSSSAT00000187824,ENSSSAT00000198757,ENSSSAT00000199138,ENSSSAT00000202176,ENSSSAT00000205646,ENSSSAT00000236785	3.59	4.05	2.55	2.14	2.77	2.10	2.11	2.51	2.15	2.09	1.84	3.40
ENSSSAG00000090851	ENSSSAT00000171190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090852	ENSSSAT00000202535,ENSSSAT00000213835	0.00	0.12	0.20	0.00	0.15	0.00	0.04	0.00	0.00	0.04	0.11	0.04
ENSSSAG00000090853	ENSSSAT00000206596,ENSSSAT00000230527	0.00	0.29	0.57	1.09	1.17	2.60	0.00	1.88	4.32	0.00	0.78	1.27
ENSSSAG00000090854	ENSSSAT00000216356	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090855	ENSSSAT00000207990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090856	ENSSSAT00000204050	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090857	ENSSSAT00000152987,ENSSSAT00000167000,ENSSSAT00000168201,ENSSSAT00000194991,ENSSSAT00000232754,ENSSSAT00000251379	0.51	0.41	1.02	0.60	1.14	0.58	0.58	0.54	1.34	0.57	0.40	0.17
ENSSSAG00000090858	ENSSSAT00000195528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090859	ENSSSAT00000239134	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090860	ENSSSAT00000251686	0.00	0.27	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090861	ENSSSAT00000211143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090862	ENSSSAT00000173813	0.48	0.61	0.40	0.73	1.52	0.32	1.59	0.76	1.00	0.33	0.45	0.42
ENSSSAG00000090863	ENSSSAT00000241579	0.02	0.03	0.12	0.00	0.03	0.00	0.00	0.00	0.03	0.00	0.00	0.03
ENSSSAG00000090864	ENSSSAT00000230182	0.37	0.69	1.02	0.54	1.53	0.32	0.84	0.82	0.72	0.78	0.83	0.74
ENSSSAG00000090865	ENSSSAT00000254068	3.25	5.64	3.03	3.37	2.58	3.63	3.61	3.38	4.92	5.27	5.06	2.68
ENSSSAG00000090866	ENSSSAT00000196607,ENSSSAT00000227559	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090867	ENSSSAT00000220003	0.06	0.06	0.23	0.06	0.12	0.00	0.06	0.11	0.06	0.00	0.17	0.12
ENSSSAG00000090868	ENSSSAT00000244252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090869	ENSSSAT00000168735	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.07	0.00	0.07	0.00	0.00
ENSSSAG00000090870	ENSSSAT00000083233,ENSSSAT00000083385,ENSSSAT00000174299,ENSSSAT00000174699,ENSSSAT00000185116,ENSSSAT00000185941,ENSSSAT00000215860,ENSSSAT00000217530,ENSSSAT00000222356,ENSSSAT00000238916	0.97	0.82	1.00	0.67	0.64	0.64	0.70	0.83	1.25	0.59	0.60	0.96
ENSSSAG00000090871	ENSSSAT00000115068,ENSSSAT00000206797	337.08	371.48	291.45	324.19	278.18	136.48	174.73	151.11	222.72	132.65	173.11	262.92
ENSSSAG00000090872	ENSSSAT00000210737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090873	ENSSSAT00000203190,ENSSSAT00000236338	0.13	0.23	0.78	0.40	0.44	0.44	0.41	0.44	0.58	0.68	0.62	0.29
ENSSSAG00000090874	ENSSSAT00000176815	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090875	ENSSSAT00000192594	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090876	ENSSSAT00000213132	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090877	ENSSSAT00000174340,ENSSSAT00000246177	13.27	11.15	13.50	11.21	10.00	14.19	10.07	10.14	9.33	9.20	8.39	12.47
ENSSSAG00000090878	ENSSSAT00000158823,ENSSSAT00000232235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090879	ENSSSAT00000197911	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090880	ENSSSAT00000158016,ENSSSAT00000183872,ENSSSAT00000207704,ENSSSAT00000223930	7.05	9.65	7.26	6.58	7.12	7.54	6.10	7.16	8.88	6.97	8.69	4.81
ENSSSAG00000090881	ENSSSAT00000165965	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090882	ENSSSAT00000179106,ENSSSAT00000190626	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.06	0.00
ENSSSAG00000090883	ENSSSAT00000170706	1.20	0.97	3.13	1.08	2.30	1.27	1.69	2.06	3.06	3.97	1.57	2.14
ENSSSAG00000090884	ENSSSAT00000001224,ENSSSAT00000001254,ENSSSAT00000001269,ENSSSAT00000157330,ENSSSAT00000191708,ENSSSAT00000219500,ENSSSAT00000223305,ENSSSAT00000250193	9.36	12.18	8.21	10.09	11.04	6.57	16.39	16.18	17.73	17.16	8.62	11.02
ENSSSAG00000090885	ENSSSAT00000156811,ENSSSAT00000177997,ENSSSAT00000211188	4.56	6.06	4.64	6.28	7.12	3.91	5.09	5.62	3.97	6.19	4.38	5.23
ENSSSAG00000090886	ENSSSAT00000192181,ENSSSAT00000200482	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090887	ENSSSAT00000241271	17.63	19.78	15.44	13.89	12.56	11.64	9.86	14.85	7.09	18.32	12.46	14.06
ENSSSAG00000090888	ENSSSAT00000183835	0.03	0.03	0.13	0.08	0.05	0.05	0.05	0.08	0.06	0.00	0.00	0.14
ENSSSAG00000090889	ENSSSAT00000238582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090890	ENSSSAT00000172250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00
ENSSSAG00000090891	ENSSSAT00000193845	0.35	0.10	0.54	0.66	0.00	0.09	0.09	0.18	0.20	0.09	0.09	0.00
ENSSSAG00000090892	ENSSSAT00000253321	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090893	ENSSSAT00000172207,ENSSSAT00000174656,ENSSSAT00000181523	4.89	7.54	8.38	8.25	6.84	4.75	11.13	10.07	14.16	6.44	5.97	4.02
ENSSSAG00000090894	ENSSSAT00000173874,ENSSSAT00000179235,ENSSSAT00000196535,ENSSSAT00000215807	2.23	2.95	2.50	2.12	2.30	2.14	4.14	3.12	3.60	2.69	3.56	2.85
ENSSSAG00000090895	ENSSSAT00000214560	1.05	1.58	0.69	0.42	0.62	0.49	0.60	0.78	0.33	1.51	0.80	0.42
ENSSSAG00000090896	ENSSSAT00000253348	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090897	ENSSSAT00000189159,ENSSSAT00000190679,ENSSSAT00000241083	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090898	ENSSSAT00000158899,ENSSSAT00000242406	0.34	0.32	0.72	0.48	0.23	0.27	0.16	0.17	0.31	0.39	0.16	0.17
ENSSSAG00000090899	ENSSSAT00000246609	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090900	ENSSSAT00000157801,ENSSSAT00000162057,ENSSSAT00000163200,ENSSSAT00000174014,ENSSSAT00000224007	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.25	0.00
ENSSSAG00000090901	ENSSSAT00000167322	0.00	0.00	0.00	33.35	0.00	0.00	0.00	0.00	38.79	0.00	0.00	0.00
ENSSSAG00000090902	ENSSSAT00000238502	1.49	0.67	0.33	0.36	0.36	0.32	0.00	0.00	0.00	0.35	1.77	0.00
ENSSSAG00000090903	ENSSSAT00000175324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090904	ENSSSAT00000225244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090905	ENSSSAT00000187238	2.88	2.77	4.01	2.95	3.16	3.46	2.48	3.36	3.64	3.22	3.68	2.40
ENSSSAG00000090906	ENSSSAT00000223277	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090907	ENSSSAT00000157634,ENSSSAT00000159857,ENSSSAT00000187420,ENSSSAT00000229788,ENSSSAT00000230392	0.76	0.87	0.94	1.09	0.34	0.40	1.07	1.09	0.84	1.05	0.82	1.09
ENSSSAG00000090908	ENSSSAT00000174577,ENSSSAT00000176589,ENSSSAT00000184541,ENSSSAT00000234541,ENSSSAT00000236260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090909	ENSSSAT00000166028,ENSSSAT00000204725,ENSSSAT00000216710,ENSSSAT00000219840,ENSSSAT00000239876,ENSSSAT00000242491,ENSSSAT00000253866	1.60	0.32	1.19	0.37	0.33	2.39	0.30	0.30	1.29	0.30	0.07	2.74
ENSSSAG00000090910	ENSSSAT00000170988	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090911	ENSSSAT00000230665,ENSSSAT00000251343	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.10	0.00	0.40	0.00	0.00
ENSSSAG00000090912	ENSSSAT00000029551,ENSSSAT00000192564,ENSSSAT00000216293	3.64	3.43	2.79	3.18	3.76	2.02	4.65	3.40	4.22	3.07	3.08	3.41
ENSSSAG00000090913	ENSSSAT00000199937	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090914	ENSSSAT00000197185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090915	ENSSSAT00000203354,ENSSSAT00000225211	6.89	9.02	8.91	8.19	10.21	8.16	11.85	11.28	13.89	10.61	7.78	13.65
ENSSSAG00000090916	ENSSSAT00000185778,ENSSSAT00000229677	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00
ENSSSAG00000090917	ENSSSAT00000156844,ENSSSAT00000189284,ENSSSAT00000191630,ENSSSAT00000225709,ENSSSAT00000229015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090918	ENSSSAT00000235827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090919	ENSSSAT00000212026,ENSSSAT00000216970	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090920	ENSSSAT00000192599	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090921	ENSSSAT00000187196,ENSSSAT00000220122,ENSSSAT00000224900	0.52	0.41	0.00	0.00	0.00	0.25	0.13	1.15	0.00	0.53	0.00	1.08
ENSSSAG00000090922	ENSSSAT00000175820,ENSSSAT00000194071	0.67	0.54	0.58	0.27	0.45	0.34	0.42	0.49	0.79	0.65	0.53	0.39
ENSSSAG00000090923	ENSSSAT00000202002	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090924	ENSSSAT00000173207,ENSSSAT00000199446,ENSSSAT00000249648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090925	ENSSSAT00000157459	0.15	0.00	0.23	0.00	0.00	0.08	0.00	0.00	0.09	0.00	0.00	0.08
ENSSSAG00000090926	ENSSSAT00000160875,ENSSSAT00000180016,ENSSSAT00000208730,ENSSSAT00000241421,ENSSSAT00000253827	0.29	0.00	0.11	0.00	0.12	0.26	0.00	0.15	0.87	0.00	0.16	0.33
ENSSSAG00000090927	ENSSSAT00000232472	9.41	12.32	9.57	12.55	21.30	9.79	17.26	15.44	17.42	15.22	12.90	7.20
ENSSSAG00000090928	ENSSSAT00000165079	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090929	ENSSSAT00000157690,ENSSSAT00000179892,ENSSSAT00000209250	0.00	0.19	0.00	0.07	0.12	0.15	0.20	0.32	0.32	0.39	0.11	0.00
ENSSSAG00000090930	ENSSSAT00000182990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090931	ENSSSAT00000183079	0.00	0.12	0.06	0.12	0.06	0.11	0.03	0.03	0.03	0.09	0.14	0.12
ENSSSAG00000090932	ENSSSAT00000210686	1.16	1.47	0.77	1.07	0.80	0.83	1.31	0.59	0.33	1.38	0.77	1.06
ENSSSAG00000090933	ENSSSAT00000196624,ENSSSAT00000217230	0.00	0.08	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.07	0.00
ENSSSAG00000090934	ENSSSAT00000212589	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090935	ENSSSAT00000234339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090936	ENSSSAT00000172686,ENSSSAT00000212819,ENSSSAT00000248708,ENSSSAT00000252022	0.08	0.11	0.28	0.21	0.12	0.06	0.15	0.02	0.25	0.13	0.08	0.05
ENSSSAG00000090937	ENSSSAT00000019461	15.85	10.95	12.08	10.75	21.38	16.50	12.45	11.08	14.75	9.99	10.79	6.66
ENSSSAG00000090938	ENSSSAT00000171414,ENSSSAT00000191360,ENSSSAT00000241050	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090939	ENSSSAT00000186877,ENSSSAT00000237811	1.80	1.75	1.93	2.05	1.77	1.66	2.19	2.12	2.82	2.77	1.91	2.53
ENSSSAG00000090940	ENSSSAT00000163195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090941	ENSSSAT00000168351	3.02	3.21	3.32	4.16	4.52	4.68	5.57	3.99	4.16	4.03	6.01	3.69
ENSSSAG00000090942	ENSSSAT00000204862	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090943	ENSSSAT00000172614,ENSSSAT00000240235	2.37	2.21	2.91	2.50	3.69	2.87	5.60	3.21	5.17	7.14	3.60	2.85
ENSSSAG00000090944	ENSSSAT00000179857,ENSSSAT00000205653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090945	ENSSSAT00000211113,ENSSSAT00000220230	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090946	ENSSSAT00000244715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090947	ENSSSAT00000163644,ENSSSAT00000221090,ENSSSAT00000247346	0.16	0.17	0.13	0.17	0.33	0.06	0.29	0.00	0.28	0.22	0.08	0.03
ENSSSAG00000090948	ENSSSAT00000188896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090949	ENSSSAT00000097558,ENSSSAT00000159005,ENSSSAT00000188191,ENSSSAT00000190541,ENSSSAT00000249802,ENSSSAT00000250348	3.10	3.44	6.73	4.76	4.03	4.39	3.40	6.91	7.85	4.20	4.53	3.88
ENSSSAG00000090950	ENSSSAT00000169212	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090951	ENSSSAT00000207678	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090952	ENSSSAT00000196517,ENSSSAT00000213410,ENSSSAT00000229654,ENSSSAT00000232991	11.02	11.54	12.33	10.11	9.03	10.53	10.96	11.76	8.99	10.18	11.46	11.29
ENSSSAG00000090953	ENSSSAT00000162664,ENSSSAT00000172307,ENSSSAT00000183178,ENSSSAT00000188667,ENSSSAT00000190700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090954	ENSSSAT00000189679	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090955	ENSSSAT00000073453	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090956	ENSSSAT00000175513	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090957	ENSSSAT00000196193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090958	ENSSSAT00000226118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090959	ENSSSAT00000183769,ENSSSAT00000202330	0.08	0.09	0.57	0.95	0.17	0.24	0.65	0.32	0.00	0.41	0.25	0.26
ENSSSAG00000090960	ENSSSAT00000249090	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090961	ENSSSAT00000171407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00
ENSSSAG00000090962	ENSSSAT00000183172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090963	ENSSSAT00000177758,ENSSSAT00000222167,ENSSSAT00000231720,ENSSSAT00000247020	4.91	5.46	7.06	4.45	5.06	6.20	4.38	6.71	6.59	4.30	3.82	6.16
ENSSSAG00000090964	ENSSSAT00000198029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090965	ENSSSAT00000199906,ENSSSAT00000252030	0.00	0.09	0.04	0.10	0.14	0.07	0.17	0.12	0.21	0.06	0.03	0.10
ENSSSAG00000090966	ENSSSAT00000246391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090967	ENSSSAT00000197876,ENSSSAT00000237232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090968	ENSSSAT00000193751,ENSSSAT00000225482	0.22	0.27	0.84	0.14	0.19	0.43	0.23	0.63	0.79	0.37	0.41	0.54
ENSSSAG00000090969	ENSSSAT00000254323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090970	ENSSSAT00000174595,ENSSSAT00000184275,ENSSSAT00000213549,ENSSSAT00000241237,ENSSSAT00000252798	10.48	8.35	8.97	8.65	9.95	8.13	10.88	11.16	13.02	8.67	7.25	12.34
ENSSSAG00000090971	ENSSSAT00000024529	0.68	0.00	0.47	1.24	1.06	0.46	0.27	0.88	0.48	0.20	0.59	0.45
ENSSSAG00000090972	ENSSSAT00000164596	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090973	ENSSSAT00000180636	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090974	ENSSSAT00000085664	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00
ENSSSAG00000090975	ENSSSAT00000208145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090976	ENSSSAT00000198437,ENSSSAT00000210163,ENSSSAT00000237839	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000090977	ENSSSAT00000240429	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
