chromosome	pos_start	pos_end	age	category
18	23811169	23811287	Protacanthopterygii	shared
1	68974764	68974840	Teleostei	shared
18	23818949	23819027	Teleostei	shared
1	69045265	69045325	Euteleosteomorpha	shared
18	23877059	23877112	Euteleosteomorpha	shared
1	69058487	69058531	Neopterygii	shared
18	23883402	23883446	Neopterygii	shared
1	69058401	69058488	Neopterygii	shared
18	23883314	23883403	Neopterygii	shared
1	69058136	69058175	Neopterygii	shared
18	23883060	23883099	Neopterygii	shared
1	69110023	69110051	Neopterygii	shared
18	23923995	23924023	Neopterygii	shared
1	69109897	69109911	Neopterygii	shared
18	23923874	23923888	Neopterygii	shared
1	70166534	70166575	Euteleosteomorpha	shared
18	24742184	24742225	Euteleosteomorpha	shared
1	70171061	70171086	Actinopteri	shared
18	24754310	24754335	Actinopteri	shared
1	71177002	71177039	Protacanthopterygii	shared
18	25598572	25598609	Protacanthopterygii	shared
1	71176991	71177003	Euteleosteomorpha	shared
18	25598561	25598573	Euteleosteomorpha	shared
1	71176958	71176992	Euteleosteomorpha	shared
18	25598528	25598562	Euteleosteomorpha	shared
1	71176769	71176793	Euteleosteomorpha	shared
18	25598355	25598379	Euteleosteomorpha	shared
1	71686739	71686750	Clupeocephala	shared
18	26029412	26029423	Clupeocephala	shared
1	71686669	71686740	Protacanthopterygii	shared
18	26029338	26029413	Protacanthopterygii	shared
1	72009398	72009413	Teleostei	shared
18	26384900	26384915	Teleostei	shared
1	72848786	72848818	Teleostei	shared
18	27291176	27291208	Teleostei	shared
1	73385077	73385088	Neopterygii	shared
18	28186365	28186376	Neopterygii	shared
1	73385067	73385078	Neopterygii	shared
18	28186355	28186366	Neopterygii	shared
1	73385039	73385068	Neopterygii	shared
18	28186327	28186356	Neopterygii	shared
1	73422940	73422951	Euteleosteomorpha	shared
18	28222065	28222076	Euteleosteomorpha	shared
1	73422886	73422898	Euteleosteomorpha	shared
18	28222010	28222023	Euteleosteomorpha	shared
1	73423889	73423902	Actinopteri	shared
18	28224297	28224310	Actinopteri	shared
1	73426918	73426938	Actinopteri	shared
18	28229407	28229427	Actinopteri	shared
1	73426834	73426919	Actinopteri	shared
18	28229323	28229408	Actinopteri	shared
1	73426773	73426835	Actinopteri	shared
18	28229262	28229324	Actinopteri	shared
1	73426763	73426774	Actinopteri	shared
18	28229252	28229263	Actinopteri	shared
1	73554247	73554258	Teleostei	shared
18	28354958	28354969	Teleostei	shared
1	73553448	73553465	Teleostei	shared
18	28354353	28354370	Teleostei	shared
1	73553408	73553449	Teleostei	shared
18	28354313	28354354	Teleostei	shared
1	73896497	73896542	Euteleosteomorpha	shared
18	28753590	28753635	Euteleosteomorpha	shared
1	73896466	73896497	Euteleosteomorpha	shared
18	28753559	28753590	Euteleosteomorpha	shared
1	74424100	74424111	Actinopteri	shared
18	29315744	29315755	Actinopteri	shared
1	74424028	74424093	Actinopteri	shared
18	29315672	29315737	Actinopteri	shared
1	74428615	74428672	Clupeocephala	shared
18	29333481	29333538	Clupeocephala	shared
1	74428584	74428597	Teleostei	shared
18	29333450	29333463	Teleostei	shared
1	74428565	74428583	Neopterygii	shared
18	29333431	29333449	Neopterygii	shared
1	74428506	74428566	Neopterygii	shared
18	29333377	29333432	Neopterygii	shared
1	74427702	74427722	Teleostei	shared
18	29323899	29323919	Teleostei	shared
1	74584049	74584062	Actinopteri	shared
18	29453884	29453897	Actinopteri	shared
1	74583736	74584045	Euteleostomi	shared
18	29453576	29453880	Euteleostomi	shared
1	74583468	74583509	Actinopteri	shared
18	29443018	29443059	Actinopteri	shared
1	74633570	74633583	Actinopteri	shared
18	29525124	29525137	Actinopteri	shared
1	74633486	74633558	Actinopteri	shared
18	29525036	29525112	Actinopteri	shared
1	74633423	74633480	Actinopteri	shared
18	29524970	29525027	Actinopteri	shared
1	74633369	74633424	Actinopteri	shared
18	29524916	29524971	Actinopteri	shared
1	74673761	74673774	Actinopteri	shared
18	29576627	29576640	Actinopteri	shared
1	74673726	74673747	Actinopteri	shared
18	29576592	29576613	Actinopteri	shared
1	74673713	74673727	Actinopteri	shared
18	29576579	29576593	Actinopteri	shared
1	74673629	74673714	Actinopteri	shared
18	29576495	29576580	Actinopteri	shared
1	74673491	74673555	Actinopteri	shared
18	29576379	29576444	Actinopteri	shared
1	74679484	74679499	Actinopteri	shared
18	29588011	29588026	Actinopteri	shared
1	74679468	74679485	Actinopteri	shared
18	29587995	29588012	Actinopteri	shared
1	75191957	75192011	Clupeocephala	shared
18	30235347	30235401	Clupeocephala	shared
1	75191878	75191908	Clupeocephala	shared
18	30235239	30235269	Clupeocephala	shared
1	75285022	75285087	Clupeocephala	shared
18	30392872	30392937	Clupeocephala	shared
1	76178593	76178609	Neopterygii	shared
18	31314595	31314611	Neopterygii	shared
1	76178573	76178594	Neopterygii	shared
18	31314575	31314596	Neopterygii	shared
1	76178380	76178417	Neopterygii	shared
18	31314384	31314421	Neopterygii	shared
1	76178310	76178336	Neopterygii	shared
18	31314320	31314346	Neopterygii	shared
1	76178298	76178311	Neopterygii	shared
18	31314308	31314321	Neopterygii	shared
1	91137935	91137958	Euteleosteomorpha	shared
28	16287297	16287320	Euteleosteomorpha	shared
1	91138162	91138208	Teleostei	shared
28	16287507	16287553	Teleostei	shared
1	97059207	97059227	Teleostei	shared
28	20821177	20821197	Teleostei	shared
1	97059285	97059357	Teleostei	shared
28	20821248	20821320	Teleostei	shared
10	106798814	106798827	Teleostei	shared
16	13952991	13953004	Teleostei	shared
10	106798890	106798942	Actinopteri	shared
16	13952884	13952936	Actinopteri	shared
10	108329705	108329728	Actinopteri	shared
16	12671450	12671473	Actinopteri	shared
10	108329667	108329706	Euteleosteomorpha	shared
16	12671472	12671511	Euteleosteomorpha	shared
10	108329651	108329664	Actinopteri	shared
16	12671514	12671527	Actinopteri	shared
10	108329629	108329652	Actinopteri	shared
16	12671526	12671549	Actinopteri	shared
10	108329602	108329630	Actinopteri	shared
16	12671548	12671576	Actinopteri	shared
10	108329569	108329602	Actinopteri	shared
16	12671578	12671611	Actinopteri	shared
10	115090882	115090908	Actinopteri	shared
16	5949760	5949786	Actinopteri	shared
10	115090907	115090919	Actinopteri	shared
16	5949749	5949761	Actinopteri	shared
10	115090918	115091051	Actinopteri	shared
16	5949594	5949750	Actinopteri	shared
10	115091161	115091197	Actinopteri	shared
16	5949468	5949504	Actinopteri	shared
10	115091251	115091277	Neopterygii	shared
16	5949392	5949418	Neopterygii	shared
10	116364440	116364493	Neopterygii	shared
16	5061566	5061619	Neopterygii	shared
10	15113729	15113845	Teleostei	shared
16	45196035	45196141	Teleostei	shared
10	20707707	20707737	Neopterygii	shared
16	38528815	38528845	Neopterygii	shared
10	21357826	21357843	Teleostei	shared
23	33511926	33511943	Teleostei	shared
10	21357784	21357795	Teleostei	shared
23	33511970	33511981	Teleostei	shared
10	22929106	22929142	Teleostei	shared
23	31703686	31703722	Teleostei	shared
10	22929284	22929299	Teleostei	shared
23	31703515	31703530	Teleostei	shared
10	22929298	22929317	Teleostei	shared
23	31703497	31703516	Teleostei	shared
10	80140014	80140158	Teleostei	shared
23	35299880	35300024	Teleostei	shared
10	82145507	82145543	Teleostei	shared
16	37326445	37326481	Teleostei	shared
10	82145492	82145508	Teleostei	shared
16	37326480	37326496	Teleostei	shared
10	82145475	82145493	Teleostei	shared
16	37326495	37326513	Teleostei	shared
10	88690000	88690046	Clupeocephala	shared
16	30406805	30406851	Clupeocephala	shared
10	88689976	88690001	Clupeocephala	shared
16	30406850	30406875	Clupeocephala	shared
10	88846017	88846031	Teleostei	shared
16	30198871	30198885	Teleostei	shared
10	88845780	88845798	Teleostei	shared
16	30199074	30199092	Teleostei	shared
10	88845714	88845731	Euteleosteomorpha	shared
16	30199133	30199150	Euteleosteomorpha	shared
10	88845648	88845707	Neopterygii	shared
16	30199157	30199216	Neopterygii	shared
10	90541410	90541440	Actinopteri	shared
16	28337771	28337801	Actinopteri	shared
10	90541173	90541188	Actinopteri	shared
16	28337991	28338006	Actinopteri	shared
11	14107184	14107198	Teleostei	shared
26	11620691	11620705	Teleostei	shared
11	14107239	14107250	Teleostei	shared
26	11620639	11620650	Teleostei	shared
11	14107349	14107374	Actinopteri	shared
26	11620393	11620418	Actinopteri	shared
11	14107373	14107429	Actinopteri	shared
26	11620340	11620394	Actinopteri	shared
11	14783714	14783741	Actinopteri	shared
26	10914777	10914804	Actinopteri	shared
11	14783740	14783783	Actinopteri	shared
26	10914735	10914778	Actinopteri	shared
11	15300175	15300191	Teleostei	shared
26	15689994	15690010	Teleostei	shared
11	15299932	15300041	Neopterygii	shared
26	15689745	15689867	Neopterygii	shared
11	15306218	15306266	Teleostei	shared
26	15703127	15703179	Teleostei	shared
11	15851550	15851586	Teleostei	shared
26	16237520	16237558	Teleostei	shared
11	17667241	17667253	Teleostei	shared
26	17955974	17955986	Teleostei	shared
11	17667188	17667241	Teleostei	shared
26	17955921	17955974	Teleostei	shared
11	17667177	17667189	Teleostei	shared
26	17955910	17955922	Teleostei	shared
11	17667138	17667178	Teleostei	shared
26	17955871	17955911	Teleostei	shared
11	17667037	17667057	Teleostei	shared
26	17955766	17955786	Teleostei	shared
11	17667002	17667038	Teleostei	shared
26	17955731	17955767	Teleostei	shared
11	17666859	17667000	Teleostei	shared
26	17955588	17955729	Teleostei	shared
11	17666809	17666860	Teleostei	shared
26	17955538	17955589	Teleostei	shared
11	17666692	17666745	Teleostei	shared
26	17955415	17955468	Teleostei	shared
11	19525592	19525641	Neopterygii	shared
26	19898945	19898994	Neopterygii	shared
11	19525352	19525459	Actinopteri	shared
26	19898705	19898812	Actinopteri	shared
11	19525187	19525353	Actinopteri	shared
26	19898540	19898706	Actinopteri	shared
11	19524906	19524951	Actinopteri	shared
26	19898259	19898304	Actinopteri	shared
11	19524890	19524907	Actinopteri	shared
26	19898243	19898260	Actinopteri	shared
11	19524855	19524891	Actinopteri	shared
26	19898208	19898244	Actinopteri	shared
11	25986476	25986517	Actinopteri	shared
26	26325247	26325288	Actinopteri	shared
11	35945587	35945611	Actinopteri	shared
26	36168111	36168135	Actinopteri	shared
11	35945529	35945588	Actinopteri	shared
26	36168053	36168112	Actinopteri	shared
11	70429443	70429475	Actinopteri	shared
1	151086009	151086041	Actinopteri	shared
11	88480052	88480078	Clupeocephala	shared
4	44119775	44119801	Clupeocephala	shared
11	88480077	88480109	Clupeocephala	shared
4	44119744	44119776	Clupeocephala	shared
11	88480108	88480119	Clupeocephala	shared
4	44119734	44119745	Clupeocephala	shared
11	88480513	88480525	Teleostei	shared
4	44119300	44119312	Teleostei	shared
11	91889202	91889266	Teleostei	shared
4	41279733	41279803	Teleostei	shared
11	93737908	93737937	Teleostei	shared
4	39718471	39718500	Teleostei	shared
12	29650170	29650200	Euteleosteomorpha	shared
2	57589049	57589079	Euteleosteomorpha	shared
12	63087002	63087032	Actinopteri	shared
22	32438877	32438907	Actinopteri	shared
12	68776029	68776100	Teleostei	shared
22	26860553	26860624	Teleostei	shared
12	68776100	68776117	Teleostei	shared
22	26860536	26860553	Teleostei	shared
12	68776116	68776152	Euteleosteomorpha	shared
22	26860501	26860537	Euteleosteomorpha	shared
12	75721640	75721676	Actinopteri	shared
22	19446775	19446811	Actinopteri	shared
12	75721780	75721794	Actinopteri	shared
22	19446662	19446676	Actinopteri	shared
12	75721816	75721847	Actinopteri	shared
22	19446606	19446638	Actinopteri	shared
12	75721846	75721860	Actinopteri	shared
22	19446593	19446607	Actinopteri	shared
12	92267409	92267485	Teleostei	shared
22	4557974	4558050	Teleostei	shared
12	92267567	92267603	Teleostei	shared
22	4557875	4557911	Teleostei	shared
13	101541254	101541267	Actinopteri	shared
1	125524475	125524488	Actinopteri	shared
13	102050380	102050407	Teleostei	shared
1	125133818	125133845	Teleostei	shared
13	102050406	102050440	Teleostei	shared
1	125133785	125133819	Teleostei	shared
13	102078544	102078609	Teleostei	shared
1	125115325	125115389	Teleostei	shared
13	103020115	103020279	Euteleostomi	shared
1	124298157	124298322	Euteleostomi	shared
13	104148429	104148443	Teleostei	shared
1	123266311	123266325	Teleostei	shared
13	12984534	12984574	Actinopteri	shared
15	76820231	76820272	Actinopteri	shared
13	12984473	12984535	Actinopteri	shared
15	76820171	76820232	Actinopteri	shared
13	13791567	13791593	Protacanthopterygii	shared
15	77523249	77523275	Protacanthopterygii	shared
13	13791504	13791568	Euteleosteomorpha	shared
15	77523178	77523250	Euteleosteomorpha	shared
13	19469772	19469799	Clupeocephala	shared
3	46425100	46425125	Clupeocephala	shared
13	19469836	19469862	Teleostei	shared
3	46425026	46425052	Teleostei	shared
13	19469861	19469892	Teleostei	shared
3	46424996	46425027	Teleostei	shared
13	19470140	19470168	Euteleosteomorpha	shared
3	46372836	46372864	Euteleosteomorpha	shared
13	19991592	19991615	Euteleostomi	shared
3	45827487	45827510	Euteleostomi	shared
13	19991630	19991658	Euteleostomi	shared
3	45827444	45827472	Euteleostomi	shared
13	19991762	19991790	Euteleostomi	shared
3	45827314	45827342	Euteleostomi	shared
13	19991804	19991822	Actinopteri	shared
3	45827284	45827302	Actinopteri	shared
13	21482017	21482082	Teleostei	shared
15	61474092	61474157	Teleostei	shared
13	21482135	21482164	Euteleosteomorpha	shared
15	61474003	61474032	Euteleosteomorpha	shared
13	22820580	22820635	Euteleosteomorpha	shared
15	63806480	63806543	Euteleosteomorpha	shared
13	22821137	22821184	Teleostei	shared
15	63806902	63806950	Teleostei	shared
13	28328934	28328961	Teleostei	shared
15	69066469	69066496	Teleostei	shared
13	28328923	28328935	Teleostei	shared
15	69066458	69066470	Teleostei	shared
13	39999576	39999608	Actinopteri	shared
15	91768847	91768879	Actinopteri	shared
13	39999167	39999211	Euteleostomi	shared
15	91768428	91768472	Euteleostomi	shared
13	39999132	39999168	Teleostei	shared
15	91768393	91768429	Teleostei	shared
13	39999086	39999133	Teleostei	shared
15	91768347	91768394	Teleostei	shared
13	48397209	48397221	Teleostei	shared
15	99780480	99780492	Teleostei	shared
13	48396430	48396443	Actinopteri	shared
15	99779669	99779682	Actinopteri	shared
13	48396358	48396420	Actinopteri	shared
15	99779597	99779659	Actinopteri	shared
13	48396348	48396359	Actinopteri	shared
15	99779587	99779598	Actinopteri	shared
13	72282497	72282585	Neopterygii	shared
4	62234447	62234535	Neopterygii	shared
13	75123625	75123687	Teleostei	shared
4	59240633	59240695	Teleostei	shared
13	75123593	75123626	Teleostei	shared
4	59240694	59240728	Teleostei	shared
13	92855811	92855884	Euteleostomi	shared
1	132614256	132614332	Euteleostomi	shared
13	93006063	93006092	Euteleosteomorpha	shared
1	132511734	132511763	Euteleosteomorpha	shared
13	96528328	96528372	Euteleosteomorpha	shared
1	129584331	129584375	Euteleosteomorpha	shared
13	96528379	96528475	Euteleosteomorpha	shared
1	129584233	129584324	Euteleosteomorpha	shared
14	24118542	24118589	Actinopteri	shared
3	25404588	25404634	Actinopteri	shared
14	24118464	24118522	Actinopteri	shared
3	25404508	25404570	Actinopteri	shared
14	24118262	24118282	Actinopteri	shared
3	25404313	25404333	Actinopteri	shared
14	24118155	24118260	Actinopteri	shared
3	25404206	25404311	Actinopteri	shared
14	24881512	24881563	Teleostei	shared
3	26364117	26364168	Teleostei	shared
14	24881495	24881511	Teleostei	shared
3	26364100	26364116	Teleostei	shared
14	37817982	37818044	Teleostei	shared
3	39014372	39014444	Teleostei	shared
14	37817496	37817538	Protacanthopterygii	shared
3	39013784	39013826	Protacanthopterygii	shared
14	37817450	37817497	Protacanthopterygii	shared
3	39013738	39013785	Protacanthopterygii	shared
14	38213410	38213448	Neopterygii	shared
3	39334725	39334763	Neopterygii	shared
14	40291402	40291445	Teleostei	shared
3	44357781	44357824	Teleostei	shared
14	40291310	40291403	Teleostei	shared
3	44357823	44357916	Teleostei	shared
14	62490797	62490826	Teleostei	shared
27	8715076	8715105	Teleostei	shared
14	67683291	67683360	Teleostei	shared
27	13550668	13550737	Teleostei	shared
14	74320314	74320336	Teleostei	shared
27	20464587	20464609	Teleostei	shared
14	74320281	74320293	Teleostei	shared
